Nome: JUAZEIRO (MANDACARU)
Codigo Estacao: V002
Latitude: -0.2033333
Longitude: -0.20333332
Altitude: 72.72
Situacao: Operante
Data Inicial: 2022-01-01
Data Final: 2022-07-31
Periodicidade da Medicao: Diaria

Dia;Ta (max)(ÂºC);Ta (med)(ÂºC);Ta (min)(ÂºC);Ur (max)(%);Ur (med)(%);Ur (min)(%);Rg (MJ-m²);Vv (m-s);ETo (mm);Prec (mm)
2022-04-15;33.11;26.17;21.7;99.2;90.3;55.32;16.21;0.47;3.12;35.05
2022-04-14;35.69;27.43;19.98;97.3;79.9;39.2;17.03;0.21;3.02;0
2022-04-13;34.65;26.58;19.26;95.1;87.6;42.1;19.96;0.42;3.53;0
2022-04-12;33.61;26.55;20.84;94.5;94.5;42.44;18.77;0.75;3.64;0
2022-04-11;35.01;27.98;22.46;95.5;81.7;42.45;18.99;0.44;3.59;0
2022-04-10;35.29;27.97;23.37;87.2;71.1;39.76;18.51;0.8;3.86;0
2022-04-09;35.35;27.97;22.25;88.4;54.99;35.73;21.7;1.37;4.74;0
2022-04-08;34.9;27.23;21.32;87.9;68.74;37.48;20.3;1.34;4.48;0
2022-04-07;34.22;26.1;18.82;94.5;60.1;32.93;22.68;1.01;4.33;0
2022-04-06;34.36;27.46;22.91;83.2;60.06;34.23;21.15;1.53;4.79;0
2022-04-05;33.54;26.71;21.42;93.4;75;41.75;18;1.09;3.86;0
2022-04-04;33.48;26.68;19.55;96;77.4;42.14;20.79;2.02;4.75;0
2022-04-03;34.18;26.97;20.84;91.6;74.9;35.34;21.36;2.42;5.39;0
2022-04-02;32.46;25.93;22.4;93;72.6;50.46;16.11;1.47;3.73;0
2022-04-01;33.25;27.02;22.77;89.3;76.2;45.69;18.79;1.31;4.14;0
2022-03-31;33.14;27.02;22.79;86.4;70.5;43.64;16.69;1.28;3.88;0
2022-03-30;33.13;26.99;21.19;95.1;67.35;42.69;21.06;1.81;4.68;0
2022-03-29;32.72;26.31;20.47;93.4;73.9;46.7;20.43;1.44;4.29;0
2022-03-28;32.08;26.46;22.05;98.1;69.54;53.28;14.89;1.15;3.32;0.25
2022-03-27;32.71;26.53;22.76;97.5;97.5;50.04;17.24;1.81;4.08;0
2022-03-26;32.09;25.85;20.84;94.9;73.9;47.86;17.21;1.58;3.92;0
2022-03-25;31.92;25.67;20.93;95.3;80.8;46.24;21.49;1.85;4.59;0
2022-03-24;28.86;24.66;21.31;98.6;82.2;68.17;13.56;1.06;2.76;0
2022-03-23;31.48;25.19;21.21;98;92.8;60.88;16.16;1.42;3.47;2.03
2022-03-22;33.53;27.59;20.82;95.7;95.7;46.07;21.36;1.91;4.79;3.3
2022-03-21;32.79;27.15;21.99;92.9;73;45.2;19.8;1.58;4.4;0
2022-03-20;32.21;26.06;20.78;95.7;84.2;46.9;19.23;0.93;3.83;0
2022-03-19;32.34;25.32;18.82;99;80.5;36.59;22.74;1.25;4.47;0.25
2022-03-18;31;24.56;19.72;99.3;93.7;59.33;17.13;1.47;3.57;0
2022-03-17;29.66;25.08;21.9;99.4;92.2;63.89;13.43;1.24;2.9;0
2022-03-16;32.32;25.53;22.23;98.7;98.4;56.06;17.21;0.79;3.51;6.86
2022-03-15;32.13;26.18;22.79;96.2;94.3;52.32;15.79;1.31;3.6;5.33
2022-03-14;33.51;27.3;22.24;89.8;80;46.9;21.28;1.2;4.46;0
2022-03-13;32.7;26.93;22.81;91.1;77.2;47.3;17.89;1.39;4.08;0
2022-03-12;31.96;25.38;20.02;98.5;81.4;52.92;19.43;0.61;3.66;0
2022-03-11;31.72;25.53;20.07;98.6;88.6;52.42;16.47;1;3.45;0
2022-03-10;31.95;26.3;21.17;96.7;84.5;53.77;17.97;1.89;4.09;0
2022-03-09;31.17;25.79;20.84;95.7;82.8;53.99;16.74;1.32;3.62;0
2022-03-08;31.46;25.25;20.02;98.5;85.5;45.9;21.53;1.71;4.5;0
2022-03-07;28.98;23.77;20.24;98.7;98.1;64.55;12.83;0.94;2.68;0
2022-03-06;31.21;25.8;21.1;99.9;79.4;51.96;18.62;1.2;3.83;4.06
2022-03-05;31.28;24.2;21.47;99.2;97.9;57.91;13.76;1.79;3.35;10.67
2022-03-04;32.84;24.58;20.9;99.9;99.1;52.59;20.47;1;4.11;38.35
2022-03-03;32.95;25.09;20.53;98.1;97.5;51.46;20.41;1.09;4.16;10.92
2022-03-02;32.88;25.94;21.71;87.8;76.6;39.83;17.61;1.25;4.05;0
2022-03-01;31.64;26.4;21.04;90.7;75;48.34;16.9;1.53;3.92;0
2022-02-28;33.97;27.03;20.18;93.9;60.16;41.84;21.35;1.55;4.78;0
2022-02-27;33.97;26.27;18.91;97;69.33;42.04;23.5;1.52;4.98;0
2022-02-26;34.29;26.97;20.82;91.5;79.2;42.02;22.52;1.75;5.13;0
2022-02-25;34.02;27.05;21.04;90.3;68.42;46.84;16.86;1.26;3.98;0
2022-02-24;34.4;27.34;21.52;91.2;70.1;42.81;14;1.43;3.81;0
2022-02-23;32.67;25.56;19.62;95.8;82.2;45.57;23.5;1.02;4.56;0
2022-02-22;32.56;26.24;21.96;96.8;87.1;45.01;22.62;1.19;4.62;0
2022-02-21;31.99;25.94;21.75;99;88.1;53.29;20.46;1.16;4.19;1.78
2022-02-20;27.72;24.03;21.24;98.7;94.9;72.2;10.82;0.56;2.25;18.8
2022-02-19;33.38;26.98;22.35;87.8;86.7;46.3;20.3;0.97;4.27;0
2022-02-18;33.5;26.94;22.48;90;78.1;46.63;22;0.67;4.32;0
2022-02-17;33.91;26;20.65;95.5;80;46.41;23.03;0.61;4.39;0
2022-02-16;32.74;25.94;19.72;94.3;90;42.93;25.32;0.84;4.71;0
2022-02-15;32.61;26.31;21.31;98.4;81.3;47.3;23.64;0.78;4.51;0
2022-02-14;31.19;25.26;21.81;97.3;95;56.84;20.3;0.87;3.98;1.52
2022-02-13;29.89;24.49;20.45;99.5;90.9;67.43;14.34;0.41;2.81;1.27
2022-02-12;30.83;24.85;21.27;97.5;93.3;59.78;19.9;1.03;3.92;0.25
2022-02-11;31.23;25.47;21.93;96.6;94.4;59.8;18.63;0.95;3.77;0
2022-02-10;33.83;27.14;22.66;88.8;75.3;46.13;18.18;1.13;4.13;0
2022-02-09;35.68;27.61;20.91;90.1;70.6;33.12;27.08;1.11;5.45;0
2022-02-08;33.12;25.71;20.08;92.8;71.1;40.72;20.65;1.25;4.44;0
2022-02-07;32.87;26.26;20.64;92.6;88;47.73;19.72;0.87;4.03;0
2022-02-06;33.19;25.96;20.26;92.3;88.4;45.16;23.21;0.83;4.49;0
2022-02-05;32.82;26.21;20.9;92.1;70.7;48.17;18.59;0.95;3.93;0
2022-02-04;32.92;26.06;20.8;95.2;72.6;45.07;20.53;1.44;4.5;0
2022-02-03;32.78;26.86;21.52;92.1;71.1;47.02;24.31;1.5;5.04;0
2022-02-02;33.03;26.71;21.67;96.3;70.4;48.24;19.3;0.96;4.06;0
2022-02-01;33.34;26.16;20.52;94.7;84.2;42.91;24.92;0.95;4.82;0
2022-01-31;32.49;25.6;21.19;96.3;82.9;44.5;21.12;0.94;4.26;0
2022-01-30;31.89;24.95;20.7;99.8;93.1;53.11;19.81;0.54;3.79;0
2022-01-29;28.16;22.24;18.88;99.2;99.2;69.53;13.7;1.18;2.77;5.08
2022-01-28;30.21;24.93;21.95;97.2;91.6;56.28;18.05;0.71;3.55;0
2022-01-27;32;24.78;20.15;100;94.5;52.07;20.49;0.94;4.06;1.27
2022-01-26;32.25;25.27;20.42;98.1;98.1;48.91;21.49;1.89;4.71;0.51
2022-01-25;32.88;25.32;19.24;97.4;95.8;45.67;22.17;0.66;4.18;1.02
2022-01-24;32.59;24.49;20.74;96.6;88.8;49.87;22.68;1.57;4.75;0
2022-01-23;33.49;25.75;21.21;96.3;90.3;44.33;21.36;1.76;4.86;0
2022-01-22;33.88;26.54;21.39;93.3;88.9;44.3;26.27;1.61;5.49;0
2022-01-21;33.46;27.09;23.2;88.6;77.8;42.79;22.13;1.43;4.9;0
2022-01-20;33.13;26.81;22.03;90.3;83.1;42.88;22.2;1.59;4.92;0
2022-01-19;32.98;25.98;20.67;95.9;71.7;39.66;25.06;1.88;5.4;0
2022-01-18;31.96;25.9;20.72;93.1;88.9;51.08;19.52;2.21;4.58;0
2022-01-17;32.51;26.29;21.83;93.1;82.8;48.02;23.62;1.96;5.14;0
2022-01-16;31.68;25.54;20.96;96.7;82.4;52.64;24.17;2.27;5.09;0
2022-01-15;32.51;25.17;20.07;95.1;93.2;45.54;24.16;2.4;5.39;0
2022-01-14;31.73;25.65;20.3;92.7;76.4;45.29;18.85;2.28;4.64;0
2022-01-13;31.98;25.61;19.18;93.8;70.5;41.05;26.28;1.35;5.07;0
2022-01-12;31.57;25.29;20.23;96;92;45.67;23.5;1.12;4.56;0
2022-01-11;32.83;25.29;21.29;97.5;93.8;51.92;18.68;0.95;3.91;0.51
2022-01-10;30.07;24.86;21.79;99.5;91.9;57.63;20.86;1.03;4.03;0
2022-01-09;29.15;24.61;21.85;99.5;99.5;68.49;12.02;0.05;2.37;0
2022-01-08;30.67;24.87;21.64;100;97.1;69.82;13.62;0.26;2.72;0
2022-01-07;26.67;22.89;20.14;100;100;82;5.99;0.3;1.41;19.81
2022-01-06;32.62;25.64;21.71;96.8;96.4;52.42;18.14;0.81;3.76;0
2022-01-05;31.3;25.43;20.62;94.8;86;54.65;21.11;1.28;4.25;0
2022-01-04;32.26;24.99;19.68;96;80.1;43.42;21.71;0.93;4.26;0
2022-01-03;31.25;25.42;20.57;95.8;93.3;52.76;20.11;1.14;4.06;0
2022-01-02;30.11;25.16;22.2;97.9;92.4;57.22;16.11;0.7;3.26;0
2022-01-01;31.22;25.37;20.27;99.7;92.2;58.2;16.39;0.58;3.24;0
2020-12-31;32.14;26.57;20.74;78.1;65.26;43.78;24.93;2.52;5.25;0
2020-12-30;34.34;29.41;24.07;65.25;57.69;31.9;24.93;1.45;5.54;0
2020-12-29;33.86;26.63;18.32;90.8;55.91;32.15;26.49;2.74;6.38;0
2020-12-28;34.81;27.45;22.42;78.4;63.5;31.71;21.96;3.05;6.5;0
2020-12-27;34.63;27.21;20.64;83;71.2;26.53;27.34;3.61;7.53;0
2020-12-26;32.91;27;22.93;88.5;56.17;38.17;18.71;1.99;4.83;0
2020-12-25;30.41;25.24;21.3;95.6;83.3;54.39;12.59;2.11;3.42;1.78
2020-12-24;34.89;27.93;22.15;80;57.19;31.57;26.79;1.86;6.06;0
2020-12-23;34.99;27.93;20.72;72.1;66.89;30.41;25.48;1.5;5.58;0
2020-12-22;34.84;27.9;21.65;79.2;60.4;32.64;27.14;1.89;6.1;0
2020-12-21;35.81;28.69;22.77;83;60.57;34.89;24.5;2.02;5.99;0
2020-12-20;35.13;29.27;24.5;74.7;64.82;36.58;25.52;1.77;5.93;0
2020-12-19;35.82;29.29;22.62;91.7;59.28;36.25;25.96;1.68;5.84;0
2020-12-18;34.89;28.66;23.87;76.5;69.64;40.77;20.97;2.43;5.74;0
2020-12-17;34.7;28.29;22.86;83.8;67.13;38.03;21;2.16;5.47;0
2020-12-16;33.92;27.22;21.65;84.5;75.6;38.3;23.4;2.34;5.75;0
2020-12-15;34.35;27.42;19.92;84.1;57.25;33.93;26.62;2.42;6.29;0
2020-12-14;33.1;26.79;20.11;82.6;60.73;36.02;25.78;2.4;5.98;0
2020-12-13;34.16;26.82;20.02;80.8;57.46;33.01;25.11;2.68;6.34;0
2020-12-12;33.93;27.12;20.08;83.1;60.04;33.57;26.34;3.44;6.92;0
2020-12-11;35.45;28.43;22.3;82.6;58.55;31.82;26.11;2.77;6.78;0
2020-12-10;33.75;26.87;22.29;84.3;67.67;43.34;17.79;1.66;4.49;0
2020-12-09;34.17;27.47;21.63;78.5;57.58;28.94;21.45;1.51;5.07;0
2020-12-08;33.14;26.95;20.5;86.8;74.3;41.04;22.18;1.67;4.96;0
2020-12-07;33.18;27.26;22.31;85.2;70.5;48.23;23.43;2.91;5.75;0
2020-12-06;34.01;27.26;20.98;88.1;64.29;39.85;23.49;2.21;5.6;0
2020-12-05;33.55;27.57;22.57;83.2;67.24;43.94;23.09;2.41;5.63;0
2020-12-04;34.96;28.06;22.83;90.3;68.68;39.81;20.22;1.52;4.84;0
2020-12-03;35.38;27.56;21.36;91;79.2;39.65;23.59;1.49;5.26;1.78
2020-12-02;33.4;27.14;20.35;89.5;68.15;43.88;26.33;2.44;5.88;0
2020-12-01;32.1;25.84;19.86;90.9;70.7;43.9;22.2;2.65;5.31;0
2020-11-30;31.76;27.99;23.85;69.92;69.75;44.47;28.34;2.35;6.2;0
2020-11-29;;;;;;;;;;
2020-11-28;;;;;;;;;;
2020-11-27;;;;;;;;;;
2020-11-26;;;;;;;;;;
2020-11-25;;;;;;;;;;
2020-11-24;;;;;;;;;;
2020-11-23;;;;;;;;;;
2020-11-22;;;;;;;;;;
2020-11-21;;;;;;;;;;
2020-11-20;;;;;;;;;;
2020-11-19;32.02;25.66;22.1;98;98;54.37;16.03;1.5;3.68;9.14
2020-11-18;34.5;28.05;22.67;96.2;95.6;44.83;21.6;1.75;4.96;1.27
2020-11-17;34.58;27.61;19.92;92.3;67.55;39.45;24.2;1.07;4.81;0
2020-11-16;34.63;27.41;22.2;88.2;68.77;36.58;23.32;1.58;5.21;0
2020-11-15;35.2;28.28;22.7;87.1;59.69;34.72;24.35;2.04;5.8;0
2020-11-14;34.24;27.81;22.01;86.3;67.89;40.25;25.54;2.7;6.15;0
2020-11-13;33.79;27.11;20.72;86.1;68.02;39.25;24.61;2.28;5.7;0
2020-11-12;31.15;25.86;20.98;86.4;69.05;48.37;24.53;2.6;5.34;0
2020-11-11;33.01;26.48;19.8;93.3;70.1;38.35;25.19;2.41;5.67;0
2020-11-10;33.12;26.45;20.86;89.5;74.5;36.91;23.64;2.54;5.69;0
2020-11-09;32.23;25.74;19.69;89.3;79.2;45.3;21.7;2.77;5.24;0
2020-11-08;33.86;27.74;23.25;80;73.6;39.27;23.57;3.4;6.45;0
2020-11-07;33.6;27.3;22.43;86.1;77.4;40.8;20.45;3.03;5.67;0
2020-11-06;33.1;26.87;22.59;91.5;81.5;45.53;19.13;2.49;4.93;1.52
2020-11-05;32.37;25.95;21.32;99.2;83.3;54.93;17.59;1.39;3.83;0
2020-11-04;25.35;22.74;20.32;99.1;99.1;82.8;3.76;1.2;1.17;35.31
2020-11-03;32.74;26.55;22.26;98.4;82.9;49.59;18.88;1.67;4.27;0
2020-11-02;30.33;24.09;21.19;98.8;98.4;66.75;11.38;1.1;2.58;28.96
2020-11-01;35.04;29.19;23.39;88.4;68.66;41.37;19.9;1.26;4.55;0
2020-10-31;35.47;29.03;23.47;79;58.72;34.59;24.37;1.68;5.6;0
2020-10-30;35.48;28.64;21.78;81.6;75.8;30.85;24.94;2.91;6.85;0
2020-10-29;35.74;29.73;25.25;81.3;56.37;37.37;21.11;2.17;5.77;0
2020-10-28;35.52;28.77;22.18;92.1;68.47;36.16;24.59;1.21;5.3;0
2020-10-27;29.64;25.97;23.58;85.1;82.5;58.16;9.62;1.24;2.69;0
2020-10-26;36.98;29.11;23.64;85.9;79;36.15;19.72;1.46;5.05;0
2020-10-25;36.11;29.01;22.57;78;56.53;33.94;25.17;1.75;5.98;0
2020-10-24;34.81;28.23;22.87;76.9;54.41;35.43;21.51;2.32;5.85;0
2020-10-23;35.89;28.94;23.88;75.1;64.84;26.6;22.47;3.29;7.22;0
2020-10-22;35.31;28.34;22.89;77.6;63.42;33.5;21.03;2.54;6.07;0
2020-10-21;35.52;28.07;21.15;78.4;58.24;28.95;26.11;2.68;6.87;0
2020-10-20;35.6;27.91;21.13;78.8;55.3;26.72;26.65;2.94;7.21;0
2020-10-19;35.43;28.31;21.27;78.5;57.29;25.43;26.82;3.18;7.45;0
2020-10-18;35.49;27.95;20.44;81;72.1;29.9;26.25;3.52;7.47;0
2020-10-17;35.42;28.03;20.62;82.3;62.33;25.99;26.47;3.31;7.43;0
2020-10-16;36.94;28.79;20.26;88.2;55.43;20.71;26.44;2.4;6.93;0
2020-10-15;36.18;28.32;21;84;54.78;24.44;26.22;2.36;6.72;0
2020-10-14;34.29;27.23;21.21;76.8;60.39;29.49;24.59;2.95;6.73;0
2020-10-13;35.57;31.26;25;58.35;58.23;20.32;25.46;2.88;7.5;0
2020-10-12;;;;;;;;;;
2020-10-11;;;;;;;;;;
2020-10-10;;;;;;;;;;
2020-10-09;;;;;;;;;;
2020-10-08;;;;;;;;;;
2020-10-07;;;;;;;;;;
2020-10-06;;;;;;;;;;
2020-10-05;;;;;;;;;;
2020-10-04;;;;;;;;;;
2020-10-03;;;;;;;;;;
2020-10-02;;;;;;;;;;
2020-10-01;;;;;;;;;;
2020-09-30;;;;;;;;;;
2020-09-29;;;;;;;;;;
2020-09-28;;;;;;;;;;
2020-09-27;33.76;26.02;19.94;84;62.97;34.19;22.32;2.39;5.66;0
2020-09-26;31.86;25.5;20.23;86;63.75;37.17;18.69;2.41;4.95;0
2020-09-25;32.81;25.7;19.37;86.7;72.8;28.82;22.71;3.13;6.2;0
2020-09-24;34;26.37;18.97;89;73;32.42;24.59;3.44;6.63;0
2020-09-23;34.22;27.25;22.11;83.8;69.76;35.48;20.1;3.3;6.11;0
2020-09-22;33.95;27.02;22.13;82.8;72.6;34.47;17.73;2.41;5.21;0
2020-09-21;33.99;26.86;19.84;87.6;72.7;33.73;22.98;2.2;5.56;0
2020-09-20;34.29;26.04;18.01;91.1;61.46;25.57;22.67;1.88;5.38;0
2020-09-19;34.72;26.3;18.91;86.9;60.18;25.93;24.78;2.9;6.58;0
2020-09-18;33.68;25.69;16.97;85.9;53.76;31.91;24.7;2.47;5.9;0
2020-09-17;32.68;25.24;17.84;88.7;56.35;27.69;24.73;3.08;6.29;0
2020-09-16;32.98;26.09;21.17;82.5;69.75;35.2;20.58;3.44;6.06;0
2020-09-15;32.26;25.32;20.18;83.5;71.6;34.93;19.46;3.41;5.8;0
2020-09-14;32.6;25.52;19.72;90.1;75.7;27.93;21.52;3.35;6.14;0
2020-09-13;32;24.65;17.86;89.9;78.5;36.1;20.4;3.27;5.59;0
2020-09-12;32.51;25.02;15.18;94.1;67.51;29.55;24.67;3.49;6.36;0
2020-09-11;31.98;24.46;18.79;86.6;69.36;33.72;20.45;3.13;5.63;0
2020-09-10;32.97;25.83;22.31;86.1;73.4;37.65;16.99;3.15;5.34;0
2020-09-09;33.52;25.85;19.07;88.8;70.6;29.97;23.54;2.96;6.11;0
2020-09-08;31.81;24.82;19.93;87.1;87;46.51;19.03;3.59;5.25;0
2020-09-07;32.66;25.07;16.19;94.2;77.1;35.4;20.67;2.62;5.22;0
2020-09-06;32.06;24.51;17.58;93;73.1;35.73;19.47;2.92;5.23;0
2020-09-05;30.98;24.21;16.75;91.4;74.8;33.97;20.69;2.89;5.23;0
2020-09-04;32.47;25.09;17.43;92.1;65.86;31.3;23.65;3.16;5.96;0
2020-09-03;32.16;24.59;17.41;90.5;78.2;34.34;20.52;3.36;5.68;0
2020-09-02;30.91;24.13;18.39;96.5;67.14;39.15;20.37;3.52;5.27;0
2020-09-01;32.13;25.48;20.14;95.3;72.5;34.29;19.98;4.06;5.93;0
2020-08-31;32.34;25.36;19.62;93.9;75.3;36.84;20.59;3.71;5.75;0
2020-08-30;32.81;26.32;21.67;82.2;73.5;32.69;19.35;3.27;5.81;0
2020-08-29;31.69;25.25;19.62;84.8;73.7;38.51;14.52;3.44;5.03;0
2020-08-28;32.24;24.97;18.19;89.8;65.17;33.17;22.32;2.98;5.62;0
2020-08-27;31.82;24.36;16.82;90.8;63.91;33.48;22.66;2.92;5.51;0
2020-08-26;30.73;23.8;17.97;86.8;64.92;41.8;20.48;2.62;4.8;0
2020-08-25;29.7;23.75;19.72;87.6;78.7;48.4;17.08;3.17;4.45;0
2020-08-24;30.64;24.12;19.22;90.5;82.6;48.49;14.8;3.02;4.2;0
2020-08-23;31.84;24.91;17.51;93.4;80.6;40.34;22.13;3.48;5.5;0
2020-08-22;33.13;25.39;18.98;91.2;75.2;37.8;21.83;3.08;5.58;0
2020-08-21;32.79;25.62;18.8;94.4;74.6;41.45;20.89;2.36;4.85;0
2020-08-20;32.79;24.58;16.22;95.7;78.7;34;21.09;2.12;4.83;0
2020-08-19;32.89;25.03;17.38;94.1;70.3;32.22;21.03;2.11;4.88;0
2020-08-18;31.11;23.83;18.1;90.6;70.9;39.71;15.67;3.13;4.67;0
2020-08-17;33.04;25.21;18.16;94.1;73.2;33.99;20.87;2.84;5.36;0
2020-08-16;32.41;24.78;17.47;96.7;77.4;35.9;21.71;2.66;5.13;0
2020-08-15;31.7;24.42;18.08;92.7;74.6;35.53;22.08;2.65;5.11;0
2020-08-14;30.23;24.38;18.81;90.9;79.1;40.88;18.31;3.14;4.73;0
2020-08-13;31.43;24.31;17.07;94.6;78.5;41.21;18.17;3.02;4.73;0
2020-08-12;31.61;23.43;15.77;96.5;81;34.06;21.53;2.77;5.09;0
2020-08-11;31.19;23.08;15.75;96.6;76.4;40.82;16.78;2.58;4.31;0
2020-08-10;30.14;23.37;17.53;97;75.9;42.8;19.73;2.84;4.51;0
2020-08-09;29.47;22.69;15.78;98.3;90.5;52.92;15.22;3.08;3.77;0
2020-08-08;28.99;22.26;16.26;96.8;85.9;51.52;13.59;3.13;3.66;0
2020-08-07;30.32;22.6;15.4;97.1;82.3;38.31;20.21;3.34;4.94;0
2020-08-06;29.4;22.39;17.14;97.8;84.7;46.72;16.53;3.31;4.18;0.51
2020-08-05;29.27;21.94;17.69;98.2;82.8;44.37;15.57;3.84;4.38;1.78
2020-08-04;27.82;21.7;18.67;96.8;88.8;52.9;12.09;3.45;3.46;0
2020-08-03;27.36;22.42;17.87;91.3;83.9;55.52;15.41;3.82;3.81;0
2020-08-02;27.7;23.06;19.74;87.7;75;55.23;12.31;4;3.76;0
2020-08-01;29.2;23.01;19.25;89.9;79;47.4;11.8;4.08;4.19;0
2020-07-31;29.58;22.33;16.12;95.8;89.5;48.65;15.63;3.57;4.17;0
2020-07-30;29.64;23.08;18.08;91.6;74.5;37.36;19.44;3.34;4.82;0
2020-07-29;28.78;22.58;18.13;98.3;83.9;54.92;14.67;3.31;3.59;0.51
2020-07-28;30.92;23.04;13.91;98.3;95.8;38.05;20.03;3.28;4.89;0
2020-07-27;29.39;22.61;15.7;96.6;87.9;51.35;13.48;2.91;3.55;0
2020-07-26;30.22;22.35;14.61;97.2;77.6;43.39;15.64;2.71;3.97;0
2020-07-25;29.53;22.64;18.19;97.5;79.6;43.2;14.28;3.4;4.11;0
2020-07-24;30.24;23.35;17.93;90.8;80.9;41.35;17.42;2.86;4.34;0
2020-07-23;30.46;22.68;17.13;98.5;82.3;38.1;19.67;2.48;4.31;0.51
2020-07-22;27.4;21.65;18.91;99;98.2;62.99;11.58;2.91;2.78;1.02
2020-07-21;29.1;22.24;17.48;98;97.3;55.01;13;2.68;3.23;1.27
2020-07-20;27.68;22.68;18.7;89.5;80.7;48.76;13;3.14;3.62;0
2020-07-19;29.86;23.35;17.04;98.1;79.1;45.97;13.97;3.02;3.82;0
2020-07-18;29.66;23.45;18.88;91.2;87.6;43.67;16.72;4.43;4.84;0
2020-07-17;29.88;23.1;16.69;96.8;84.5;44.35;17.92;2.73;4.06;0
2020-07-16;28.8;22.66;18.19;92.7;89.3;55.59;13.15;3.71;3.64;0
2020-07-15;31.82;24.42;17.41;97.8;77.4;39.66;17.88;2.59;4.33;0
2020-07-14;31.46;24.28;18.01;96.1;85.1;43.01;18.42;2.5;4.21;0
2020-07-13;31.94;24.17;17.55;97.8;80.8;38.77;16.07;2.07;3.87;0
2020-07-12;28.41;23.76;19.66;87.1;80.8;56.58;13.42;3.47;3.62;0
2020-07-11;29.52;24.04;20.33;87.9;79.3;46.64;13.27;3.35;4.02;0
2020-07-10;30;24.19;19.65;96.5;77.6;51.67;12.67;2.53;3.32;0
2020-07-09;30.92;24.57;20.29;95.2;88.8;46.51;15.48;2.49;3.81;0
2020-07-08;30.64;23.66;17.87;97.2;91.3;48.09;16.67;2.38;3.74;0
2020-07-07;30.02;22.54;15.04;97.5;85.3;42.57;16.91;2.3;3.76;0
2020-07-06;30.11;23.69;18.9;91;85.4;42.62;14.68;3.16;4.17;0
2020-07-05;28.74;22.96;17.66;94.6;81.1;57.53;11.11;3.17;3.15;0
2020-07-04;31;23.99;16.8;97.5;79.4;42.35;17.39;2.9;4.25;0
2020-07-03;31.06;22.67;16.95;96.5;80.5;39.61;15.08;1.7;3.41;0
2020-07-02;32.91;23.77;15.83;96.3;78;31.34;18.87;1.62;3.94;0
2020-07-01;30.93;23.63;17.77;98;83.5;37.25;18.75;2.01;3.94;0
2020-06-30;31.16;23.66;17.66;97.7;88.5;43.43;14.44;2;3.48;0
2020-06-29;29.86;22.85;16.49;98;88.2;46.47;14.29;2.34;3.39;0
2020-06-28;30.68;23.08;16.44;98.6;84.4;42.4;17.31;2.18;3.7;0
2020-06-27;31.32;24.02;17.31;98.8;86.3;41.99;18.17;2.06;3.78;0
2020-06-26;30.73;23.69;18.87;99;92.5;40.92;16.6;2.24;3.73;0
2020-06-25;28.46;22.38;19.37;98;98;66.35;10.17;2.47;2.46;1.02
2020-06-24;28.56;23.04;19.65;94.1;88.1;52.84;14.07;3.31;3.55;0
2020-06-23;26.33;22.04;20.35;99.1;94;73.1;10.82;2.9;2.26;1.78
2020-06-22;29.69;23.29;16.5;99.5;96.2;50.86;15.19;2.44;3.36;0
2020-06-21;30.88;23.37;17.73;96.3;89.6;44.01;13.96;3.02;3.93;0
2020-06-20;29.7;23.94;19.27;98.1;85;51.8;11.43;3.28;3.4;0
2020-06-19;29.96;23.55;17.71;99.4;82.7;48.63;15.35;2.36;3.42;0
2020-06-18;29.37;21.92;16.48;98.1;96.8;58.76;11.98;2.76;2.98;0.76
2020-06-17;29.19;23.29;18.21;98.8;92.3;50.39;11.97;3.74;3.61;0.51
2020-06-16;28.76;23.63;20.2;97.6;89.5;55.2;9.13;3.4;3.04;0
2020-06-15;29.61;23.34;17.77;96.2;85.7;51.62;14.65;3.84;3.9;0
2020-06-14;28.74;22.9;19.62;94.6;90.3;56.79;7.87;2.24;2.5;0
2020-06-13;27.69;22.53;17.73;98.3;90.2;62.42;10.73;2.94;2.68;0
2020-06-12;31.84;24.59;19.04;96.4;91.5;43.6;16.24;2.74;4.09;0
2020-06-11;31.56;25.27;20.62;95.3;87.1;47.63;14.01;2.73;3.77;0
2020-06-10;31.51;24.91;19.99;98.1;90.2;46.59;16.01;2.36;3.74;0
2020-06-09;31.51;24.15;18.89;96.3;96.2;49.12;16.53;2.29;3.7;0
2020-06-08;29.31;24.07;20.63;96.2;87.5;53.71;14.18;2.59;3.32;0
2020-06-07;29.92;23.97;20.54;97.4;94.4;54.24;13.9;2.6;3.33;0
2020-06-06;29.29;23.43;20.14;98.2;96.6;64.07;12.55;2.51;2.83;8.38
2020-06-05;29.44;24.26;20.87;98.9;93.3;59.07;17.07;2.79;3.49;1.52
2020-06-04;32.45;26.1;21.98;97.8;97.1;49.47;17.36;2.95;4.23;2.79
2020-06-03;31.29;25.46;20.01;97.6;87;53.05;12.81;1.9;3.06;0
2020-06-02;32.63;25.32;19.15;98.9;88.1;48.09;13.3;0.99;2.75;0
2020-06-01;28.78;24.32;22.08;92.8;92.6;63.4;10.55;2.22;2.65;0
2020-05-31;29.11;24.52;20.29;91.2;79.1;55.03;12.36;2.85;3.3;0
2020-05-30;28.97;22.73;18.38;92.6;89.4;53.95;14.05;2.75;3.41;0
2020-05-29;29.43;23.89;20.4;87.8;87.8;48.13;16.17;3.34;4.17;0
2020-05-28;29.93;24.71;21.46;98.1;83.9;66.3;7.62;2.12;2.23;0
