Nome: PETROLINA (BEBEDOURO)
Codigo Estacao: V001
Latitude: -0.38833333
Longitude: -0.52333332
Altitude: 72.72
Situacao: Operante
Data Inicial: 2022-01-01
Data Final: 2022-07-31
Periodicidade da Medicao: Diaria

Dia;Ta (max)(ÂºC);Ta (med)(ÂºC);Ta (min)(ÂºC);Ur (max)(%);Ur (med)(%);Ur (min)(%);Rg (MJ-m²);Vv (m-s);ETo (mm);Prec (mm)
2008-07-21;28.02;22.93;17.79;82;65.49;45.79;11.83;2.64;3.17;0
2008-07-20;29.94;23.63;18.26;88.3;58.44;31.01;18.45;3.03;4.55;0
2008-07-19;29.54;23.76;18.92;93.7;70.5;41.52;11.24;2.28;2.86;0
2008-07-18;27.42;23.41;19.32;93.5;70;51.51;9.9;2.98;2.79;0
2008-07-17;26.49;23.19;20.05;81;65.43;53.18;8.5;3.51;3.04;0
2008-07-16;27.55;22.96;18.39;88.5;62.73;41.2;11.37;3.27;3.53;0
2008-07-15;29.34;22.37;16.87;89.4;69.04;39.4;13.51;3.24;3.81;0
2008-07-14;29.54;22.48;14.75;94.3;63.26;30.68;14.66;2.33;3.66;0
2008-07-13;28.48;22.23;16.53;89.8;59.79;32.07;18.85;2.79;4.14;0
2008-07-12;27.75;23.67;20.19;84.6;63.19;43.86;7.88;3.8;3.4;0
2008-07-11;30.14;24.34;19.59;87.9;64.73;39.53;13.41;2.9;3.73;0
2008-07-10;29.27;22.62;14.28;94.4;66.68;38.13;14.3;1.99;3.13;0
2008-07-09;30.27;22.86;14.87;94.5;56.52;26.02;18.85;2.4;4.25;0
2008-07-08;28.81;23.2;18.12;84.1;59.97;36.53;15.2;3.19;4.15;0
2008-07-07;26.09;22.83;19.45;86.3;70.2;55.77;6.65;3.28;2.42;0
2008-07-06;28.75;23.36;19.92;88;73.7;50.05;12.26;3.71;3.44;0
2008-07-05;29.41;24.32;20.79;83.8;67.94;48.18;9.56;2.52;2.82;0
2008-07-04;29.54;23.05;15.41;92;66.14;42.39;15.6;2.17;3.25;0
2008-07-03;30.07;23.38;16.67;93.1;60.67;32.81;16.35;2.42;3.83;0
2008-07-02;27.95;23.37;18.46;87.8;64.59;43.79;12.42;3.28;3.48;0
2008-07-01;30.8;24.62;19.79;86.8;64.35;40.73;14.15;3.32;4.15;0
2008-06-30;29.41;22.16;12.88;94.2;64.12;37.86;16.88;2.1;3.53;0
2008-06-29;28.55;22.95;18.26;94.4;64.28;37.73;13.26;2.83;3.45;0
2008-06-28;27.09;21.96;17.59;94.6;77.4;50.38;8.88;2.6;2.42;0
2008-06-27;28.29;23.08;19.92;94.8;74.5;50.85;10.71;2.61;2.58;0
2008-06-26;30.6;26.05;20.39;81.9;53.74;32.61;16.4;2.85;4.49;0
2008-06-25;30.41;23.64;16.4;95;66.58;36.6;17.3;2.71;4.12;0
2008-06-24;27.55;23.2;19.92;96.5;77;52.11;8.85;2.62;2.47;0
2008-06-23;30.74;24.2;18.46;94.1;71.6;45.78;12.77;2.63;3.25;0
2008-06-22;31.6;23.83;15.8;94.2;62.12;31.54;16.8;1.6;3.43;0
2008-06-21;30.87;23.96;17.19;91.8;60.85;30.21;17.76;2.2;4.01;0
2008-06-20;29.74;23.36;18.79;89.3;64.81;37;12.12;1.96;3.01;0
2008-06-19;30.87;23.65;17.6;89.4;63.11;31.14;17.92;2.61;4.29;0
2008-06-18;29.41;22.77;16.74;86.2;63.95;38.46;13.01;2.29;3.34;0
2008-06-17;30.87;25.42;21.85;80.3;59.41;37.6;12.6;3.13;4.11;0
2008-06-16;31.6;26.59;22.25;78.2;58;37.66;14.3;1.55;3.23;
2008-06-15;29.81;24.3;20.25;81.8;64.69;44.06;13.64;1.87;3.13;
2008-06-14;30.94;23.4;16.14;96.5;66.23;32.87;16.22;1.57;3.29;
2008-06-13;29.62;23.56;18.39;88.2;65.67;40.93;14.84;2.26;3.37;
2008-06-12;30.74;24.56;17;91.2;65.23;39.53;12.51;2.41;3.49;
2008-06-11;31.2;24.34;18.72;90.1;61.58;32.74;17.33;1.71;3.6;
2008-06-10;29.94;23.75;18.26;91;70.2;47.18;11.21;2.15;2.75;
2008-06-09;30.47;24.57;19.19;93.1;63.33;37.4;15.7;3.13;4.14;
2008-06-08;31.01;23.8;19.05;90.1;69.57;42.39;15.11;2.73;3.89;
2008-06-07;31.27;24.32;17.93;95;64.9;36.73;14.67;2.43;3.91;
2008-06-06;29.75;24.28;21.05;90.4;73;44.19;12.53;2.49;3.08;
2008-06-05;30.94;24.06;18.66;87.7;65.56;38.8;14.76;1.53;3.16;
2008-06-04;28.35;23.27;18.39;95.3;72.5;49.11;12.58;1.85;2.61;
2008-06-03;29.48;22.77;15.94;95.3;74.7;46.85;13.41;1.75;2.72;
2008-06-02;29.02;22.51;16.74;93.8;69.31;40.73;14.62;1.75;3;
2008-06-01;29.82;23.15;18.07;92.3;69.75;41.4;13.49;2.21;3.45;
2008-05-31;30.67;24.31;19.79;91.7;72.4;40.99;10.22;2.46;3.18;
2008-05-30;31.07;24.89;19.99;94.3;66.84;34.14;18.79;2.15;4.08;
2008-05-29;28.09;23.11;18.72;94.3;79.6;58.97;11.32;1.68;2.21;
2008-05-28;30.55;24.39;19.45;90.6;64.39;36.07;14.62;2.33;3.69;
2008-05-27;31.27;25.36;20.45;92.5;66.35;33.74;18.19;2.07;4.02;
2008-05-26;31.54;24.07;17;96.9;74.5;42.32;17.69;1.45;3.31;
2008-05-25;29.08;23.08;18.39;94.5;79.3;53.18;11.55;1.45;2.29;
2008-05-24;31.6;24.62;21.12;92.7;76.9;47.38;12.18;1.58;2.79;
2008-05-23;30.61;24.18;19.79;94.9;79.3;49.51;13.31;1.99;2.89;
2008-05-22;30.27;24.82;20.65;91.8;72.6;48.18;14.52;2.13;3.19;
2008-05-21;29.55;24.87;21.92;84.1;71;51.45;10.46;1.81;2.55;
2008-05-20;29.01;24.75;20.45;89.3;69.32;51.11;11.55;2.25;2.84;
2008-05-19;28.55;24.1;20.39;95.9;75.7;53.78;9.9;2.25;2.43;
2008-05-18;30.08;24.67;21.72;84.4;72.7;45.52;10.74;2.54;3.16;
2008-05-17;31.54;24.72;17.93;92.2;63.36;38.33;17.26;1.88;3.65;
2008-05-16;31.4;24.8;19.72;90.5;66.63;36.26;18.19;1.62;3.59;
2008-05-15;31.34;24.48;17.6;93.6;68.36;35.93;16.85;1.79;3.55;
2008-05-14;30.8;24.33;19.12;89.6;65.9;39.26;17.76;2.02;3.72;
2008-05-13;27.75;23.32;18.92;91.9;72;52.65;11.46;2.48;2.69;
2008-05-12;27.89;23.88;21.05;92.3;73.8;58.17;9.1;2.95;2.49;
2008-05-11;28.88;24.68;21.58;85;70.4;50.78;11.97;2.5;3.11;
2008-05-10;28.42;23.91;21.25;90.9;76.3;54.57;8.81;1.47;1.96;
2008-05-09;28.22;24.8;22.18;86.1;74.8;59.1;9;1.42;1.94;
2008-05-08;31.4;26.34;22.92;90.9;73.6;48.91;15.76;1.39;3.12;
2008-05-07;34.99;26.01;18.13;97.4;71.2;35.4;18.75;0.69;3.26;
2008-05-06;29.22;24.16;19.79;94.5;80.5;50.25;10.74;0.53;1.57;
2008-05-05;32.99;25.28;18.26;92.6;68.24;38.06;19.29;0.82;3.35;
2008-05-04;31.73;25.79;20.39;95.1;69.87;41.86;17.71;1.38;3.42;
2008-05-03;31.53;25.35;21.25;94.2;74.3;43.59;17.39;1.03;3.1;
2008-05-02;31.67;25.49;20.45;93.5;73.8;44.72;16.23;1.69;3.4;
2008-05-01;32.13;26.76;23.25;86.9;67.12;40.99;16.49;2.15;3.96;
2008-04-30;31.99;26.4;21.65;92.9;70.3;37.66;19.01;1.25;3.65;
2008-04-29;31.74;25.88;23.18;87;76;48.31;14.23;1.34;3.01;
2008-04-28;32.33;25.9;20.19;93.6;73.3;41.92;19.52;1.18;3.58;
2008-04-27;31.27;24.42;18.66;95.1;73.4;36.07;21.37;1.09;3.62;
2008-04-26;30.34;24.77;20.59;96.1;80.1;46.18;14.9;0.76;2.38;
2008-04-25;32.19;25.76;22.05;95.7;81.6;48.31;14.3;0.74;2.4;
2008-04-24;31.54;25.34;19.79;96.5;78.4;47.84;18.46;0.9;2.96;
2008-04-23;31.07;25.38;21.38;93.4;76.8;49.18;16.32;1.13;2.83;
2008-04-22;31;25.62;21.05;88.7;69.11;44.65;20.78;1.69;3.93;
2008-04-21;29.94;25.8;22.32;86.8;72.6;51.37;16.89;1.72;3.29;
2008-04-20;30.54;24.33;20.72;95.3;82.6;57.1;12.85;0.94;2.11;
2008-04-19;31.46;24.79;21.52;95.8;80.5;44.18;15.71;1;2.63;
2008-04-18;31.67;25.55;21.32;95.2;73.3;41.59;17.78;1.83;3.72;
2008-04-17;31.6;25.83;21.52;90.2;73.2;47.65;19.3;1.56;3.62;
2008-04-16;31.59;26.05;22.52;93.4;76.3;47.18;16.47;1.22;3.02;
2008-04-15;31.93;25.88;22.18;94.7;78.5;49.51;20.48;0.87;3.21;
2008-04-14;31.13;26.05;22.45;95.4;78.7;53.1;20.37;0.74;3.06;
2008-04-13;32.12;25.7;21.58;96.3;79.7;50.3;17.93;0.77;2.84;
2008-04-12;31.92;25.62;21.52;95;78.2;48.17;19.19;0.78;2.95;
2008-04-11;31.2;25.51;21.72;93.7;76.6;47.17;18.37;1.28;3.26;
2008-04-10;31.93;26.39;22.18;89.7;72.2;41.72;20.76;1.66;3.95;
2008-04-09;31.14;25.55;22.25;95.6;76.6;45.38;17.97;1.73;3.32;
2008-04-08;30.74;25.49;22.05;93.4;77.5;49.58;18.37;1.65;3.27;
2008-04-07;31.67;26.57;22.85;93.5;76.1;49.37;20.22;1.84;3.62;
2008-04-06;30.27;25.49;22.32;96.1;82;54.83;13.88;0.68;1.74;
2008-04-05;31.9;26.21;22.38;95.3;80.1;47.51;21.4;1;3.5;
2008-04-04;30.46;25.11;21.72;95.7;85.4;61.28;14.8;0.7;1.74;
2008-04-03;28.6;24.03;21.98;96.6;90.1;66.21;11.61;0.9;1.51;
2008-04-02;27.01;23;21.91;96.6;93.4;72.5;7.13;0.62;0.94;
2008-04-01;27.88;23.35;20.92;96.9;91.4;69.74;10.51;0.71;1.27;
2008-03-31;29.08;24.05;21.72;95.6;88.2;64.95;12.81;1.27;1.95;
2008-03-30;28.74;24.7;22.18;94.9;84.7;63.15;11.85;0.65;1.7;
2008-03-29;31.53;25.7;22.05;93;77.8;51.16;18.35;1.13;3.18;
2008-03-28;;;;;;;;;;
2008-03-27;;;;;;;;;;
2008-03-26;;;;;;;;;;
2008-03-25;;;;;;;;;;
2008-03-24;;;;;;;;;;
2008-03-23;;;;;;;;;;
2008-03-22;;;;;;;;;;
2008-03-21;;;;;;;;;;
2008-03-20;;;;;;;;;;
2008-03-19;;;;;;;;;;
2008-03-18;;;;;;;;;;
2008-03-17;;;;;;;;;;
2008-03-16;;;;;;;;;;
2008-03-15;;;;;;;;;;
2008-03-14;;;;;;;;;;
2008-03-13;33.58;27.73;23.44;82.9;62.37;34.87;17.65;1.42;4.51;0
2008-03-12;34.79;28.33;22.51;76.5;50.86;24.79;24.2;1.61;5.97;0
2008-03-11;34.65;28.6;22.31;77.8;49.72;27.21;23.67;2.1;6.33;0
2008-03-10;34.58;28.15;23.58;79;56.68;30.91;20.24;1.6;5.22;0
2008-03-09;33.31;27.08;22.24;86.2;60.8;31.58;20.82;1.19;4.67;0
2008-03-08;33.24;27.27;21.57;88.8;59.4;33.39;18.61;1.48;4.54;0
2008-03-07;32.84;26.35;22.77;93.6;70.7;35.95;19.49;0.97;3.95;0
2008-03-06;34.65;27.11;21.37;93.4;66.09;32.86;23.44;0.67;4.55;2.79
2008-03-05;34.18;26.89;21.84;91.3;66.38;24.12;23.24;1.28;5.19;0.25
2008-03-04;34.05;26.31;19.28;94.8;68.78;37.43;23.05;0.67;4.36;0.51
2008-03-03;32.37;26.51;20.36;95.3;70.3;37.43;19.11;0.66;3.52;0
2008-03-02;31.63;26.05;20.89;94.2;76.6;48.31;18.94;0.56;3.23;1.78
2008-03-01;31.09;25.6;21.9;95.2;78.4;50.13;16.35;0.54;3.04;0
2008-02-29;24.85;22.91;20.62;96.5;90.9;80.9;4.46;0.65;0.48;22.86
2008-02-28;28.88;24.62;22.16;92.1;83.5;63.23;11.38;0.86;1.83;0.25
2008-02-27;30.28;25.14;22.7;93.8;79.3;52.28;16.22;1.77;3.38;0
2008-02-26;29.55;25.64;22.7;93;76.4;57.66;12.23;1.61;2.62;20.07
2008-02-25;36.06;29.41;22.3;83.2;52.2;27.21;23.39;1.57;5.74;0
2008-02-24;36.26;28.98;22.5;80.2;52.19;23.32;24.1;1.35;5.66;0
2008-02-23;36.47;29.15;23.04;78.2;49.75;22.24;24.5;1.32;5.67;0
2008-02-22;36.33;28.72;21.43;83.6;53.36;22.11;21.47;1.14;4.92;0
2008-02-21;34.25;27.82;22.64;80;56.32;32.66;22.02;1.26;4.99;0
2008-02-20;35.19;27.99;21.7;79.2;53.79;24.39;23.57;1.84;6.14;0
2008-02-19;35.26;28.46;22.57;80.2;55.32;27.82;21.64;1.51;5.28;0
2008-02-18;32.84;27.11;22.5;82.5;61.96;35.68;16.23;1.37;3.91;0
2008-02-17;32.64;25.65;21.22;92.9;70.9;23.58;18.1;1.33;4.21;1.78
2008-02-16;29.54;24.94;20.75;93.7;72.2;49.25;12.93;1.54;2.67;6.6
2008-02-15;33.58;27.63;21.9;81.1;52.73;28.62;22.12;1.79;5.49;0
2008-02-14;32.64;27.41;22.97;77.6;56.43;36.28;17.74;2.82;5.28;0
2008-02-13;34.32;28.41;24.11;76.5;56.51;33.6;14.71;2.47;4.88;0
2008-02-12;34.52;28.1;23.1;78.6;57.82;33.06;17.32;2.2;5.12;0
2008-02-11;34.79;28.09;21.36;72.5;46.2;25.8;25.79;1.72;6.19;0
2008-02-10;34.18;27.29;20.56;79.3;53.38;28.49;23.38;1.51;5.33;0
2008-02-09;33.44;27;22.84;82.4;59.51;31.04;14.65;1.81;3.9;0
2008-02-08;30.75;26.8;23.44;82.4;63.17;44.75;13.79;2.11;3.65;0
2008-02-07;34.11;27.73;21.9;74.7;52.83;29.9;19.74;1.96;5.09;0
2008-02-06;34.05;27.76;22.03;82.4;52.03;25.73;23.74;1.98;5.99;0
2008-02-05;34.85;28.44;21.97;77.7;47.8;22.11;22.41;2.02;6.37;0
2008-02-04;35.12;28.83;22.57;89.4;55.3;27.55;19.97;1.59;5.32;0
2008-02-03;34.45;27.63;20.69;88.9;58.94;27.95;23.57;1.14;5.19;0
2008-02-02;33.04;26.86;22.3;95.1;67.76;29.36;21.79;1.34;4.78;0
2008-02-01;27.87;23.56;20.69;96;84.2;56.31;9.93;1.9;2.18;34.04
2008-01-31;27.27;24.99;21.09;95;80.7;63.1;9.58;1.7;1.81;13.72
2008-01-30;35.32;29.08;23.84;73.5;51.79;28.89;22.43;1.73;5.58;0
2008-01-29;33.98;28.18;22.7;71.8;50.38;29.3;22.17;2.15;5.87;0
2008-01-28;33.64;28.32;24.65;78.2;53.13;32.45;16.33;2.32;4.88;0
2008-01-27;34.72;28.72;23.17;77.3;53.66;29.77;17.77;2.55;5.63;0
2008-01-26;34.32;27.94;22.5;74.9;54.37;31.51;18.2;1.78;4.8;0
2008-01-25;33.78;27.84;23.71;72.4;57.32;36.28;17.41;2.41;5.1;0
2008-01-24;34.65;28.03;23.17;76.8;54.87;26.41;19.39;2.64;5.9;0
2008-01-23;34.65;28.01;22.23;91.2;52.81;23.58;22.77;1.74;5.3;0
2008-01-22;32.57;26.57;20.89;94.1;68.5;40.18;18.3;0.73;3.07;13.72
2008-01-21;36.94;29.33;22.37;82.7;52.1;27.68;22.52;1.2;4.87;0
2008-01-20;34.79;29.3;23.17;65.93;42.83;21.43;22.86;1.64;5.51;0
2008-01-19;34.92;29.19;22.7;74.7;46.52;25.87;21.74;1.14;4.67;0
2008-01-18;34.32;28.7;24.11;68.75;50.13;28.22;16.55;2.29;5.14;0
2008-01-17;34.38;28.77;24.45;74.1;53.15;31.31;16.18;2.31;4.78;0
2008-01-16;31.96;27.81;23.31;72.4;53.87;37.02;13.51;2.74;4.53;0.25
2008-01-15;33.98;28.06;21.76;69.09;44.51;27.48;21.37;2.39;6;0
2008-01-14;35.26;28.61;21.76;72.7;45.01;24.12;24.84;3.48;7.54;0
2008-01-13;35.79;28.84;23.1;72.2;44.27;21.1;24.62;3.13;7.34;0
2008-01-12;35.46;28.74;22.9;72.6;45.77;23.85;24.84;2.63;6.73;0
2008-01-11;35.39;28.41;21.76;65.99;39.08;17.47;25.26;2.42;6.87;0
2008-01-10;35.52;28.05;21.69;72;40.61;15.99;23.79;2.52;6.79;0
2008-01-09;35.93;29.89;24.11;74.1;44.7;20.7;21.19;2.45;6.36;0
2008-01-08;37.27;30.26;22.84;67.74;42.96;21.37;24.43;1.22;5.85;0
2008-01-07;36.33;29.47;21.63;70.5;38.75;17.07;21.66;1.63;5.95;0
2008-01-06;36.87;29.54;22.1;74.7;43.45;21.97;24.72;1.62;6.29;0
2008-01-05;33.98;27.85;23.31;75.1;54.84;32.92;14.85;2.27;4.81;0
2008-01-04;34.72;27.97;21.29;76.8;51.75;28.02;20.71;2.6;6.3;0
2008-01-03;32.97;26.67;21.22;73.7;50.21;27.41;18.66;2.24;5.38;0
2008-01-02;33.78;27.39;21.16;64.65;47.52;27.28;21.52;2.39;6.31;0
2008-01-01;33.91;28.05;22.84;74.5;51.18;32.72;21;2.89;6.35;0
2007-12-31;34.18;28.38;23.04;74.4;51.13;29.16;18.48;2.27;5.57;0
2007-12-30;33.31;27.59;22.16;73.6;49.36;29.3;21.2;2.35;5.88;0
2007-12-29;35.05;28.27;20.89;72.4;44.22;21.84;24.93;2.26;6.96;0
2007-12-28;34.79;28.24;23.64;71.2;48.79;25.53;21.84;3;6.95;0
2007-12-27;34.05;27.34;21.56;72.2;47.96;24.26;23.3;2.99;7.03;0
2007-12-26;33.44;27.51;23.37;69.83;51.35;28.56;18.48;3.01;6.2;0
2007-12-25;34.38;27.79;20.82;77.1;48.44;21.7;24.37;3.1;7.4;0
2007-12-24;34.18;28;21.29;73.5;47.02;25.13;23.96;3.45;7.47;0
2007-12-23;32.9;27.75;23.1;75.3;53.06;31.31;20.15;2.5;5.76;0
2007-12-22;35.19;29.11;23.04;75.4;49.36;28.42;21.52;1.69;5.66;0
2007-12-21;36.33;29.73;23.37;75.1;46.06;23.38;24.67;1.67;6.24;0
2007-12-20;36.2;29.15;22.5;79.6;48.93;21.1;23.38;1.66;6.03;0
2007-12-19;36;28.89;22.77;87;55.12;23.45;17.55;1.63;4.87;0
2007-12-18;32.84;26.96;22.84;93.7;69.9;36.35;16.51;1.01;3.61;0
2007-12-17;34.32;27.16;22.57;89.1;67.53;31.11;18.84;1.96;5.04;7.37
2007-12-16;33.58;27.71;22.42;91.7;63.22;36.96;15.83;2.88;4.75;24.64
2007-12-15;36.2;29.45;24.65;70.4;48.56;23.18;23.75;1.74;6.03;0
2007-12-14;34.65;28.14;22.03;70.1;48.04;27.15;23.51;1.64;5.58;0
2007-12-13;33.31;26.84;22.5;74;53.3;27.01;15.22;2.34;4.99;0
2007-12-12;34.25;27.55;20.69;78.8;47.87;20.36;24;3.11;7.14;0
2007-12-11;34.65;28.16;22.1;75;49.24;25.94;24.19;3.6;7.48;0.25
2007-12-10;32.7;27.04;22.84;79.5;60.61;35.75;13.69;1.94;3.91;0
2007-12-09;33.98;26.9;22.3;94.5;69.5;31.45;17.75;1.71;4.26;2.54
2007-12-08;34.58;27.69;22.57;93.1;62.67;31.65;19.66;2.05;5.02;10.16
2007-12-07;36.06;29.45;23.51;74.7;47.05;24.73;21.06;1.12;4.74;0
2007-12-06;35.93;30.42;24.85;58.6;38.54;24.32;22.29;0.8;4.62;0
2007-12-05;35.39;29.12;23.51;71.8;48.36;28.83;23.1;1.68;5.48;0
2007-12-04;35.86;28.94;22.1;76.5;48;26.07;25.76;2.03;6.35;0
2007-12-03;35.73;28.81;22.77;75.2;47.12;24.06;22.96;2.23;6.26;0
2007-12-02;33.85;28.03;22.97;63.51;45.83;26.27;22.22;2.54;6.29;0
2007-12-01;34.65;28.15;22.77;73.8;47.54;23.79;23.95;2.23;6.3;0
2007-11-30;35.46;29.64;24.05;79;51.97;30.44;20.62;2.19;5.73;0
2007-11-29;34.65;28.29;23.04;84.9;59.99;32.32;23.26;1.36;5.02;0
2007-11-28;33.98;28.41;23.98;84.3;60.21;33.53;17.97;0.86;3.69;0
2007-11-27;34.18;27.31;22.37;93.7;68.5;35.21;20.33;1.59;4.58;0.51
2007-11-26;34.38;27.48;22.57;92.5;66.96;34.54;22.15;1.89;5.2;2.79
2007-11-25;34.58;28.25;23.37;89.8;59.48;31.51;21.14;2.29;5.46;2.29
2007-11-24;33.51;28.05;22.1;94;61.82;38.7;19.2;2.23;4.68;5.08
2007-11-23;35.19;28.44;23.31;76.3;55.4;29.77;18.51;1.95;5.04;0.51
2007-11-22;33.91;28.09;23.51;72;53.24;32.52;16.51;2.4;5.05;0
2007-11-21;37;30.47;23.31;74.4;45.02;22.71;24.66;2.49;6.79;0
2007-11-20;36.87;29.24;21.16;69.63;40.91;19.69;25.44;2.07;6.56;0
2007-11-19;35.32;27.61;20.42;73.1;43.92;19.22;25.68;2.45;6.7;0
2007-11-18;32.57;26.82;20.69;77.6;51.27;30.57;24.2;3.32;6.4;0.25
2007-11-17;33.31;27.22;21.76;80.9;53.07;31.31;15.69;4.23;6.17;1.02
2007-11-16;35.26;28.76;23.84;71.3;47.86;25.6;21.99;4.51;8.15;7.11
2007-11-15;35.19;28.4;21.63;71.8;44.61;21.7;23.64;3.19;7.43;0.25
2007-11-14;34.52;28.19;21.36;72.6;44.03;18.41;22.97;3.54;7.71;0.51
2007-11-13;35.19;28.78;23.17;72.3;47.53;24.53;18.19;3.79;7.17;0.25
2007-11-12;36;29.35;22.3;74.5;45.03;23.92;23.09;2.02;6.07;0
2007-11-11;35.79;28.43;21.76;73.5;43.03;19.42;24.22;1.84;6;0
2007-11-10;35.46;27.7;20.49;75.4;42.84;17.2;23.76;2.71;6.95;0
2007-11-09;35.32;28.22;21.09;75.5;43.76;18.75;24.45;3.55;7.76;0
2007-11-08;35.26;28.2;21.29;73.5;46.16;21.37;20.78;3.33;7.14;0
2007-11-07;35.26;28.37;21.56;73.7;44.93;19.62;21.44;3.94;8;0
2007-11-06;35.19;28.6;22.63;71.4;45.17;20.09;20.97;3.87;7.88;0
2007-11-05;35.52;28.87;22.16;75.5;48.04;22.78;20.62;3.45;6.99;0
2007-11-04;36.6;29.9;23.37;72.1;41.19;20.49;23.57;2.18;6.17;0
2007-11-03;36.8;29.97;21.76;68.95;36.64;18.07;24.55;1.78;5.61;0
2007-11-02;36.87;29.63;22.3;74.5;43.08;18.07;24.75;1.94;5.86;0
2007-11-01;37;29.53;22.63;76.9;47.15;21.3;24.38;2.34;6.38;0
2007-10-31;35.79;28.67;22.63;72.6;44.47;20.36;24.47;2.68;6.73;0
2007-10-30;35.79;28.17;21.9;74.7;44.26;16.66;23.2;3.1;7.11;0
2007-10-29;36.4;29.71;22.63;78.8;44.32;20.56;25.21;3.33;7.44;0
2007-10-28;37.07;29.64;21.96;78.1;43.37;18.88;24.32;2.21;6.3;0
2007-10-27;34.92;27.51;21.02;68.42;46.21;17.4;25.17;2.14;6.14;0
2007-10-26;34.25;27.17;19.89;80.7;47.16;20.7;24.81;2.49;6.06;0
2007-10-25;33.58;27.28;21.9;72.9;48.42;25.67;18.74;4.52;7.01;0
2007-10-24;34.11;27.56;22.84;68.75;49.31;26.07;15.66;4.12;6.49;0
2007-10-23;33.98;27.67;21.9;78.5;51.16;28.83;16.46;3.47;5.74;0
2007-10-22;34.72;27.77;22.03;78.2;51.19;24.59;19.2;2.83;5.75;0
2007-10-21;33.58;27.62;22.16;77.4;54.72;33.46;17.07;2.54;4.73;0
2007-10-20;35.32;28.77;22.37;77.7;51.93;29.83;22.94;2.74;5.93;0
2007-10-19;36.33;29.39;22.1;80.5;48.68;25.94;23.51;2.44;5.93;0
2007-10-18;37.41;28.31;19.75;77.7;42.44;15.52;24.99;1.63;5.66;0
2007-10-17;35.05;26.94;19.62;82.1;48.21;22.04;25.13;1.6;5.24;0
2007-10-16;32.57;26.24;19.62;77.3;51.47;29.3;25.03;3.49;6.59;0.51
2007-10-15;32.7;26.61;20.69;72.6;48.03;26.81;23.64;4.09;7.13;1.52
2007-10-14;34.58;27.49;20.95;75.1;48;23.65;23.78;4.21;7.71;1.78
2007-10-13;35.79;28.05;20.49;77.8;46.54;20.29;24.94;3.75;7.77;0
2007-10-12;35.59;28.15;21.76;73.3;48.21;23.52;22.94;3.28;7;0
2007-10-11;34.11;26.8;19.42;81.7;50.23;27.75;24.35;2.88;6.21;0
2007-10-10;33.04;26.73;20.22;78;50.36;29.5;22.7;3.73;6.61;0.51
2007-10-09;32.84;25.74;20.28;74.2;54.88;31.45;19.32;4.03;6.44;4.83
2007-10-08;32.37;26.32;19.62;79.9;50.1;27.95;24.07;3.88;6.74;0
2007-10-07;32.84;26.63;21.42;73.1;51.27;31.65;23.18;4.15;7;0
2007-10-06;32.64;26.73;22.37;71.6;55.28;33.8;17.21;3.9;6.13;0.51
2007-10-05;32.37;26.5;22.16;75.3;54.8;30.64;15.25;3.21;5.27;1.27
2007-10-04;30.96;25.67;21.02;73.8;54.57;33.87;15.5;3.33;5.09;0
2007-10-03;32.84;26.35;20.56;74.3;51.5;30.17;20.55;3.36;6.07;0
2007-10-02;33.24;26.61;19.15;78.2;48.86;26.81;23.81;3.44;6.66;0
2007-10-01;33.64;26.69;19.42;77.5;46.72;22.31;22.58;3.92;7.16;1.27
2007-09-30;33.51;26.37;19.15;79.7;46.37;19.15;23.84;3.87;7.42;1.27
2007-09-29;33.37;26.14;20.62;76.8;51.7;28.36;18.44;3.21;5.86;0
2007-09-28;33.04;26.07;19.22;79.1;49.67;22.78;21.42;3.49;6.56;0.76
2007-09-27;32.37;25.88;21.02;72.9;51.1;26;17.85;4.16;6.57;0
2007-09-26;32.97;26.07;19.28;76.7;47.67;23.92;23.87;4.41;7.48;1.52
2007-09-25;34.79;27.64;20.16;82.4;47.98;23.38;23.28;3.39;6.81;2.54
2007-09-24;35.59;27.48;19.55;83.1;47.83;18.07;23.91;2.16;5.98;0
2007-09-23;34.38;26.95;19.69;79.1;46.68;20.49;24;3.81;7.44;0.51
2007-09-22;33.64;27.14;22.63;71.8;48.07;24.46;22.25;3.34;6.73;0.76
2007-09-21;33.44;27.05;22.5;72;50.64;24.53;22.57;3.78;7.19;0
2007-09-20;32.84;25.71;18.81;83.7;52.84;25.8;20.96;3.08;5.98;0
2007-09-19;33.11;26.32;19.49;79.3;48.67;24.06;23.36;3.46;6.78;0
2007-09-18;33.17;27.19;22.37;75.9;48.79;26.68;22.47;4.23;7.2;1.02
2007-09-17;35.12;27.12;19.96;85.4;52.46;23.25;22.64;1.55;5.1;0
2007-09-16;33.64;26.23;18.75;84.5;53.26;27.28;23.53;2.58;5.86;0
2007-09-15;31.22;24.94;20.75;72.1;56.37;34.74;15.49;3.32;5.16;0
2007-09-14;31.49;25.3;18.61;80.3;52.57;29.97;20.23;3.41;5.79;0
2007-09-13;31.69;24.46;17.6;85;57.13;30.1;23.2;3.94;6.41;2.03
2007-09-12;29.14;23.9;19.01;94.5;63.74;38.64;15.6;4.12;4.7;1.78
2007-09-11;31.63;25.26;20.09;74.8;52.63;27.95;18.59;3.56;5.91;0
2007-09-10;31.49;25.26;19.02;87.4;58.67;32.52;19.72;3.75;5.71;0
2007-09-09;31.83;25.15;17.87;83.9;53.45;28.02;21.58;3.34;5.99;0.51
